Codigo Ditrator,Codigo Casa Dos Rolamentos,Codigo Romar Mann,Codigo Indagril,Codigo Primus,Codigo Agromann,Codigo Tidy,Nome Fantasia,Razão Social,Rota,Cidade,Estado,Empresas Trabalhadas
960601,10290,,,,,10007,,R. A. ORTIGARA & CIA LTDA,Rota 4 - Parana 1,Marmeleiro,PR,Ditrator - Casa Dos Rolamentos
545101,,,,,,10403,,RAFAEL A S BALDO E CIA LTDA,Rota 4 - Parana 1,Realeza,PR,Ditrator
1201401,,,,,,10674,,RAFAEL LEMBECK,Rota 4 - Parana 1,Eneas Marques,PR,Ditrator
1209601,,,,,,10677,,RAFAEL ROSSI PACHECO,Rota A - Oeste,Faxinal Dos Guedes,SC,Ditrator
,10291,,,,,10872,,RAFAEL VOLLMERHAUSEN 07082704925,Rota 5 - Parana 2,Verê,PR,Casa Dos Rolamentos
,10292,,,,,10895,,RARO TRANSPORTES LTDA,Rota A - Oeste,Jaborá,SC,Casa Dos Rolamentos
1171401,,,,,,10650,,RECH TRANSPORTE EIRELI,Rota A - Oeste,Faxinal Dos Guedes,SC,Ditrator
1460701,,,,,,10001,,RECUPERADORA DE MOTORES BECKERS LTDA,Rota 5 - Parana 2,Mangueirinha,PR,Ditrator
,10293,,,,,10930,,RECUPERADORA GUARUJA EIRELI,Rota 4 - Parana 1,Guarujá Do Sul,SC,Casa Dos Rolamentos
247802,,,,,,10039,,REDEPECAS REDEPARTS INDUSTRIA E COMERCIO LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
353101,,,,,,10642,,REDIESEL BOMBAS INJETORAS LTDA,Rota 5 - Parana 2,Dois Vizinhos,PR,Ditrator
357701,10294,1250,,,,10167,,REFORMAS DE MAQUINAS AGRICOLAS GASPARETTO LTDA - ME,Rota A - Oeste,Faxinal Dos Guedes,SC,Ditrator - Casa Dos Rolamentos - Romar Mann
,10295,,,,,10810,,REFRIGERACAO OESTE LTDA,Rota A - Oeste,Xanxerê,SC,Casa Dos Rolamentos
,,,,,,11120,,REIS E CAPOANI  ME,Rota 4 - Parana 1,Renascença,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
363301,,,,,,10416,,REJANE TERESINHA DE GREGORI DE CARLI,Rota 2 - São Miguel,Serra Alta,SC,Ditrator
,,1060,,,,10233,,REKSUA & REKSUA LTDA - ME,Rota D - Paraná,Irati,PR,Romar Mann
,10296,,,,,10066,,REMAX MATERIAIS ELETRICOS LTDA,Rota D - Paraná,Porto União,SC,Casa Dos Rolamentos
673001,,,,,,10704,,RENATO FREIESLEBEN E FILHO LTDA,Rota 5 - Parana 2,São Jorge d'Oeste,PR,Ditrator
273801,,,,,,10539,,RENATO PREDABON E CIA LTDA,Rota A - Oeste,Concórdia,SC,Ditrator
487101,,,,,,10434,,RENATO TAPPARO 57953325934,Rota A - Oeste,Jaborá,SC,Ditrator
,,,,,,11121,,RESITOL INDUSTRIA QUIMICA,Rota B - Litoral Norte,Palmeira,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
181001,,,,,,10546,,RETCHAP RETIFICA DE MOTORES LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,10297,,,,,10055,,RETENSUL COMERCIO DE PECAS EIRELI,Rota B - Litoral Norte,Rio do Sul,SC,Casa Dos Rolamentos
221301,,,,,,10478,,RETIBRA RENOVADORA DE MOTORES LTDA,Rota 5 - Parana 2,Pato Branco,PR,Ditrator
98001,,,,,,10701,,RETIFICA DE CABECOTES MC LTDA,Rota A - Oeste,Xanxerê,SC,Ditrator
836201,,,,,,10591,,RETIFICA DE MOTORES AGOSTINI EIRELI,Rota 2 - São Miguel,São Miguel do Oeste,SC,Ditrator
352901,,,,,,10596,,RETIFICA DE MOTORES CHAPECOENSE LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
776901,,,,,,10522,,RETIFICA DE MOTORES MARAVILHA LTDA ME,Rota 2 - São Miguel,Maravilha,SC,Ditrator
1487701,,,,,,10970,,RETIFICA DE MOTORES MARDIESEL LTDA,Rota 5 - Parana 2,Pato Branco,PR,Ditrator
934001,,,,,,10427,,RETIFICA DE MOTORES MOBIM LTDA - ME,Rota A - Oeste,Xanxerê,SC,Ditrator
1513201,,,,,,11001,,RETIFICA DE MOTORES SAVANE E AUTO PECAS LTDA,Rota A - Oeste,Cordilheira Alta,SC,Ditrator
,17504,4833,,,,10255,,RETIFICA E AUTO PEÇAS DOCA EIRELI ME,Rota A - Oeste,Fraiburgo,SC,Casa Dos Rolamentos - Romar Mann
268701,,,,,,10537,,RETIFICA O DESBRAVADOR EIRELI,Rota 0 - Chapecó,Chapecó,SC,Ditrator
1415901,,,,,,10760,,RETIFICA PRECISAO CHAPECO SC LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
890002,,,,,,10529,,RETIFICA SANDERSON LTDA,Rota 4 - Parana 1,Francisco Beltrão,PR,Ditrator
822601,,,,,,10768,,RETIFICA TONIAZZO EIRELI,Rota 0 - Chapecó,Chapecó,SC,Ditrator
828801,,,,,,10601,,RETIPATO - RETIFICA E COMERCIO DE PECAS PARA VEICULOS LTDA,Rota 5 - Parana 2,Pato Branco,PR,Ditrator
598002,,,,,,10518,,RETIPEL RETIFICA DE MOTORES LTDA,Rota A - Oeste,Concórdia,SC,Ditrator
1058501,,,,,,10609,,RETISUL RETIFICA DE MOTORES E COMERCIO DE PECAS LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,10299,,,,,10846,,REUS ANTONIO DE PARIS ME,Rota 3 - São Lourenço,Ipuaçu,SC,Casa Dos Rolamentos
1223801,,,,,,10694,,REVENDA DE PECAS AZA LTDA,Rota A - Oeste,Concórdia,SC,Ditrator
749203,,,,,,10026,,RICARDO ANTUNES ROSA MECANICA,Rota 5 - Parana 2,Palmas,PR,Ditrator
,,4781,,,,10251,,RIOFRAS COMERCIO DE TRATORES E IMPLEMENTOS LTDA,Rota B - Litoral Norte,Rio Do Sul,SC,Romar Mann
,,,,,,11122,,RIOMAQ MAQUINAS E EQUIPAMENTOS,Rota D - Paraná,Mafra,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
16801,,,,,,10486,,RO COMERCIO DE AUTO PECAS LTDA EPP,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,10300,,,,,10943,,ROBERTO CEZAR DE SOUZA EIRELI,Rota A - Oeste,Ponte Serrada,SC,Casa Dos Rolamentos
1242201,,,,,,10695,,ROBERTO SANTO GASPARI,Rota 3 - São Lourenço,Quilombo,SC,Ditrator
,10301,4166,,,,10239,,ROBSON GHISOLFI,Rota C - Litoral Sul,Campo Belo Do Sul,SC,Casa Dos Rolamentos - Romar Mann
833501,,,,,,10589,,RODA MAIS J.M. TRANSPORTES DE CARGAS LTDA,Rota 2 - São Miguel,Nova Itaberaba,SC,Ditrator
,,,,,,11123,,RODO SERVICE IMPLEMENTOS RODOVIARIOS  - EPP,Rota C - Litoral Sul,Lages,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10302,,,,,10820,,RODOCAR INDUSTRIA COMERCIO SERVICOS LTDA,Rota 2 - São Miguel,Pinhalzinho,SC,Casa Dos Rolamentos
8702,,263,1677,,,10162,,RODOMAC TRATORES-PECAS E IMPLEMENTOS SA - Campo Erê,Rota 3 - São Lourenço,Campo Erê,SC,Ditrator - Romar Mann - Indagril
8703,10304,4713,2367,,,10249,,RODOMAC TRATORES-PECAS E IMPLEMENTOS SA - Pinhalzinho,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril
8701,10303,252,2056,,,10159,,RODOMAC TRATORES-PECAS E IMPLEMENTOS SA - São Miguel Do Oeste,Rota 2 - São Miguel,São Miguel do Oeste,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril
1101401,,,,,,10627,,RODRIGO FERNANDO MEIRELLES 02138929019,Rota 5 - Parana 2,Pato Branco,PR,Ditrator
1218801,,,,,,10681,,RODRIGO PAULO MEINERZ,Rota 2 - São Miguel,São Miguel Da Boa Vista,SC,Ditrator
,10305,,,,,10893,,RODRIGUES CHAPEACAO E PINTURA LTDA,Rota C - Litoral Sul,Joaçaba,SC,Casa Dos Rolamentos
,,,2246,,,10330,,ROESTE DIESEL E PECA,Rota 1 - Itapiranga,Iporã Do Oeste,SC,Indagril
297502,,,,,,10387,,ROHR MAQUINAS LTDA,Rota 1 - Itapiranga,São João Do Oeste,SC,Ditrator
297501,10306,,,,,10387,,ROHR MAQUINAS LTDA,Rota 1 - Itapiranga,São João Do Oeste,SC,Ditrator - Casa Dos Rolamentos
935801,,,,,,10423,,ROLPAR ROLAMENTOS E PARAFUSOS LTDA,Rota A - Oeste,Concórdia,SC,Ditrator
,10308,,,,,10940,,ROMAR F MANN & CIA LTDA,Rota 1 - Itapiranga,Independência,RS,Casa Dos Rolamentos
,,,,,,11124,,RONALDO FREITAG ME,Rota C - Litoral Sul,Monte Carlo,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,4944,,,,10258,,RONALDO VANZ DUARTE EIRELI,Rota C - Litoral Sul,Campos Novos,SC,Romar Mann
1267801,,,,,,10711,,RONCATO & DALL AGNOL COMERCIO DE IMPLEMENTO AGRICOLA LTDA,Rota 5 - Parana 2,Vitorino,PR,Ditrator
220102,,,,,,10406,,ROSANE S. HAUPENTHAL,Rota A - Oeste,Peritiba,SC,Ditrator
,10309,,,,,10922,,ROSIMERI RECH HENTGES 07282799911,Rota 1 - Itapiranga,São João Do Oeste,SC,Casa Dos Rolamentos
,10310,,,,,10129,,ROTOPLAST IND DE CLIMATIZADORES LTDA,Rota 2 - São Miguel,Maravilha,SC,Casa Dos Rolamentos
,10311,,,,,10816,,ROVANI COM DE AUTO PECAS LTDA,Rota A - Oeste,Xanxerê,SC,Casa Dos Rolamentos
,,,,,,11125,,RPM PECAS E MANUTENCAO INDUSTRIAL,Rota A - Oeste,Capinzal,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11126,,RUDIGER MULTIMARCAS,Rota C - Litoral Sul,Lages,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
197002,10312,,,,,10614,,RURAL TRATORES COMERCIO DE MAQUINAS E IMPLEMENTOS LTDA.,Rota 2 - São Miguel,Maravilha,SC,Ditrator - Casa Dos Rolamentos
,10313,,,,,10965,,RV MOTORES LTDA,Rota D - Paraná,Fernandes Pinheiro,PR,Casa Dos Rolamentos
,,,,,,11217,,Rauber Maquinas Agricolas,Rota 1 - Itapiranga,São Carlos,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11521,,Rc Industrial,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11477,,Rd Indústria Mecânica,Rota B - Litoral Norte,Taió,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11478,,Rd Mecanica Industrial,Rota B - Litoral Norte,Taió,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11677,,Rd Tratores,Rota D - Paraná,Paulo Frontin,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11300,,Reafrio,Rota 2 - São Miguel,Maravilha,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11640,,Real Rolamentos,Rota C - Litoral Sul,Sombrio,SC,Casa Dos Rolamentos - Primus
,,,,,,11687,,Rech - Itajai,Rota B - Litoral Norte,Itajaí,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11311,,Recoso Comercio Industria E Transporte De Madeiras,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11267,,Rede Uniao Reticar,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11528,,Redisa Bombas Injetoras,Rota 4 - Parana 1,Realeza,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11584,,Região De Indústrias Maquinas Frigoríficos,Rota C - Litoral Sul,Braço do Norte,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11578,,Reinaldo E Cia Tornearia,Rota C - Litoral Sul,Campos Novos,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11589,,Remy Rolamentos,Rota C - Litoral Sul,Tubarão,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11253,,Reparus Vedaçao E Mangueiras,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11292,,Retiago,Rota 2 - São Miguel,São Miguel do Oeste,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11266,,Reticar,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11348,,Retifica Librelato,Rota 5 - Parana 2,Coronel Vivida,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11257,,Retifica Medio Vale,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11181,,Retifica Sanderson - Dois Vizinhos,Rota 5 - Parana 2,Dois Vizinhos,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11265,,Retioeste - Ro Comercio De Auto Pecas,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11472,,Reus Antonio De Paris,Rota 3 - São Lourenço,Ipuaçu,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11272,,Rg Mecanica Diesel,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11642,,Rial Motores,Rota C - Litoral Sul,Tubarão,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11697,,Rimap,Rota D - Paraná,Campo Largo,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11455,,Riomaq,Rota B - Litoral Norte,Rio do Sul,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11519,,Rj Mecanica Industrial,Rota C - Litoral Sul,Iomerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11501,,Rm Industria De Maquinas Frigorificos,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11620,,Rodair - Mahindra - Tangará,Rota C - Litoral Sul,Tangará,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11221,,Rodticar Mecanica,Rota 1 - Itapiranga,Caxambu do Sul,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11356,,Rolacon,Rota C - Litoral Sul,Lages,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11556,,Rone Usinagem,Rota A - Oeste,Caçador,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11494,,Rotoline,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11416,,Rs Comercial De Peças E Equipamentos,Rota A - Oeste,Lacerdópolis,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
1506301,,,,,,10974,,S SEIBERT AUTOMECANICA,Rota 4 - Parana 1,Capanema,PR,Ditrator
,24118,,3265,,,10357,,SABIA PECAS E ACESSORIOS  AGRÍCOLAS  LT,Rota D - Paraná,Irati,PR,Indagril
,10314,1980,2244,,,10050,,SADINEI ENDRIGO,Rota A - Oeste,Rio Das Antas,SC,Casa Dos Rolamentos - Romar Mann - Indagril
,,6522,,,,10208,,SAMA MAQUINAS AGRICOLAS LTDA,Rota C - Litoral Sul,Araranguá,SC,Romar Mann
1263401,,,,,,10772,,SAMUEL CARLOS BARETTA 05069592955,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator
1089901,,,,,,10620,,SANCAPEL SOLUCOES PARA HIGIENE PROFISSIONAL EIRELI,Rota 1 - Itapiranga,Palmitos,SC,Ditrator
648001,10315,1747,1391,,,10084,,SANDRO MARCIANO VOGT E CIA LTDA,Rota 2 - São Miguel,Cunha Porã,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril
395901,,1335,2031,,,10160,,SAO MARCOS PECAS AGRICOLAS LTDA - ME,Rota A - Oeste,Xanxerê,SC,Ditrator - Romar Mann - Indagril
1482401,21977,,,,,10980,,SARTORI MANUTENCOES DE MAQUINAS PESADAS LTDA,Rota 3 - São Lourenço,Palma Sola,SC,Ditrator
,10316,,,,,10823,,SCANDOLARA & CIA LTDA ME,Rota 2 - São Miguel,Cunha Porã,SC,Casa Dos Rolamentos
,10317,1186,2372,,,10062,,SCHIMIDT PECAS E IMPLEMENTOS LTDA,Rota D - Paraná,Canoinhas,SC,Casa Dos Rolamentos - Romar Mann - Indagril
,10318,,,,,10902,,SCHNEIDER METALURGICA INDUSTRIAL ME,Rota A - Oeste,Fraiburgo,SC,Casa Dos Rolamentos
870501,10319,,,,,10616,,SCHNEIDER OFICINA AGRICOLA LTDA,Rota A - Oeste,Peritiba,SC,Ditrator - Casa Dos Rolamentos
,10367,,,,,10065,,SCHUMANN MOTORES ELETRICOS LTDA,Rota D - Paraná,Rio Negro,PR,Casa Dos Rolamentos
,,5087,,,,10267,,SCOLARO EQUIPAMENTOS EIREL,Rota A - Oeste,Caçador,SC,Romar Mann
,,,,,,11127,,SEDERIO ALMERIO SCHROPFER & CIA,Rota 5 - Parana 2,Dois Vizinhos,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
412701,10320,,,,,10377,,SELMAR LOIVO REICHERT,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator - Casa Dos Rolamentos
1231901,10321,,3052,,,10689,,SELUIR DE MORAES - PECAS AGRICOLAS,Rota 5 - Parana 2,Clevelândia,PR,Ditrator - Casa Dos Rolamentos - Indagril
,,,,,,10359,,SELUlR DE MORAES - PECAS AGRÍCOLAS,Rota 5 - Parana 2,Clevelândia,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
847601,,,,,,10595,,SEMENTES E CEREAIS BORTOLUZZI LTDA,Rota A - Oeste,Xanxerê,SC,Ditrator
844001,,,,,,10598,,SERGIO JUNIOR WOSNIAK TRATORES,Rota 5 - Parana 2,Dois Vizinhos,PR,Ditrator
,10322,,,,,10799,,SERGIO LORI VIEBRANTZ ME,Rota 1 - Itapiranga,Mondai,SC,Casa Dos Rolamentos
170901,10323,,,,,10625,,SERGIO TISATO,Rota A - Oeste,Jaborá,SC,Ditrator - Casa Dos Rolamentos
178202,,,,,,10656,,SERVICE CENTER GL COMERCIO DE PECAS - EIRELI,Rota 4 - Parana 1,Francisco Beltrão,PR,Ditrator
395102,,,,,,10640,,SHARK DISTRIBUIDORA DE TRATORES E PECAS LTDA - Pato Branco,Rota 5 - Parana 2,Pato Branco,PR,Ditrator
348403,,,,,,10577,,SHARK DISTRIBUIDORA DE TRATORES E PECAS LTDA - Xanxerê,Rota A - Oeste,Xanxerê,SC,Ditrator
76601,,2219,,,,10006,,SHIBATA E BAPTISTA LTDA,Rota 5 - Parana 2,Palmas,PR,Ditrator - Romar Mann
268702,,,,,,10993,,SHOPPING TRUCK CHAPECO PECAS E SERVICOS LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,10324,,,,,10149,,SILVA MANUTENCAO DE MAQUINAS,Rota 5 - Parana 2,Dois Vizinhos,PR,Casa Dos Rolamentos
1014102,,,,,,10447,,SILVA MAQUINAS AGRICOLAS LTDA,Rota 5 - Parana 2,Dois Vizinhos,PR,Ditrator
1440801,,,,,,10758,,SILVAR SCHIRMANN,Rota A - Oeste,Concórdia,SC,Ditrator
,,,,,,11128,,SINALTEC TECNOLOGIA M SINALIZAÇAO  ME,Rota C - Litoral Sul,Herval d Oeste,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
506501,10325,1524,2024,,,10139,,SM MECANICA AGRICOLA LTDA,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril
1475701,99999,,,,,10003,,SOLOPECAS COMERCIO DE PECAS LTDA,Rota 5 - Parana 2,Pato Branco,PR,Ditrator
,10326,6659,2542,,,10046,,SOLUCAO MAQUINAS AGRICOLAS EIRELI,Rota C - Litoral Sul,Campos Novos,SC,Casa Dos Rolamentos - Romar Mann - Indagril
,10327,,,,,10853,,SOMAQUINAS COMERCIO DE PECAS E SERVICOS LTDA - EPP,Rota C - Litoral Sul,Joaçaba,SC,Casa Dos Rolamentos
1196601,,,,,,10985,,SONECA MOTORES LTDA,Rota A - Oeste,Concórdia,SC,Ditrator
,10328,,,,,10817,,SORDI & CIA LTDA,Rota A - Oeste,Peritiba,SC,Casa Dos Rolamentos
,,,,,,11129,,SORDI PECAS E SERVICOS DIESEL,Rota A - Oeste,Curitibanos,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
1185101,10329,5461,3091,,,10268,,SOS PECAS E SERVICOS LTDA,Rota 3 - São Lourenço,Campo Erê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril
,,6427,,,,10284,,SOTRIMA AGRICOLA LTDA,Rota C - Litoral Sul,Lages,SC,Romar Mann
23801,10330,848,,,,10238,,SPERANDIO MAQUINAS E EQUIPAMENTOS LTDA,Rota C - Litoral Sul,Campos Novos,SC,Ditrator - Casa Dos Rolamentos - Romar Mann
,,5022,2345,,,10274,,STRADA - ASSISTENCIA TECNICA LTDA,Rota 3 - São Lourenço,Abelardo Luz,SC,Romar Mann - Indagril
,,2483,,,,10272,,SU COMERCIO DE PECAS E ACESSORIOS PARA TRATORES E IMPLEMENTO,Rota C - Litoral Sul,Meleiro,SC,Romar Mann
1094401,,,,,,10033,,SUDOESTE GERADORES LTDA,Rota 4 - Parana 1,Capanema,PR,Ditrator
1042301,,4912,2240,,,10259,,SUPER AGRO PECAS E SERVICOS EIRELI - Xanxerê,Rota A - Oeste,Xanxerê,SC,Ditrator - Romar Mann - Indagril
710201,,,,,,10446,,SUPER SAFRA PECAS AGRICOLAS EIRELI - ME,Rota 4 - Parana 1,Santo Antônio Do Sudoeste,PR,Ditrator
,,,,,,11629,,Salvadori Maquinas,Rota D - Paraná,Porto União,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11437,,Sama - Massey Ferguson - Braço Do Norte,Rota C - Litoral Sul,Braço do Norte,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11299,,Santa Clara Equipamentos,Rota 2 - São Miguel,Maravilha,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11669,,Santiago Máquinas E Implementos,Rota 4 - Parana 1,Nova Prata do Iguaçu,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11382,,Santian Maquinas Agricolas,Rota A - Oeste,Lebon Régis,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11415,,Sao Domingos Rebobinagem De Motores,Rota 3 - São Lourenço,São Domingos,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11449,,Sartor Maquinas - Stihl - Turvo,Rota C - Litoral Sul,Turvo,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11474,,Sartori - Stihl - Ouro,Rota A - Oeste,Ouro,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11446,,Scarpa - Mahindra - Turvo,Rota C - Litoral Sul,Turvo,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11376,,Schadeck -  Stihl - Mafra,Rota D - Paraná,Mafra,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11363,,Schadeck - Massey Ferguson - Canoinhas,Rota D - Paraná,Canoinhas,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11361,,Schadeck - Massey Ferguson - Mafra,Rota D - Paraná,Mafra,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11425,,Schadeck - Stihl - Canoinhas,Rota D - Paraná,Canoinhas,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11231,,Scos Hidraulicos,Rota C - Litoral Sul,Lages,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11400,,Sebben Comercial Agricola,Rota D - Paraná,Itaiópolis,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11343,,Secamaq,Rota B - Litoral Norte,Salete,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11683,,Serafim Maquinas Agricolas,Rota D - Paraná,Irati,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11249,,Serena Maquinas Para Madeira,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11315,,Serpil Moveis,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11436,,Serra Litoral,Rota C - Litoral Sul,Braço do Norte,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11435,,Sertega Motores Eletricos,Rota C - Litoral Sul,Tubarão,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11479,,Servhitral,Rota D - Paraná,Porto Vitória,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11484,,Servicos Eletricos Valdir,Rota A - Oeste,Fraiburgo,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11567,,Sh Maquinas - Stihl - Canoinhas,Rota D - Paraná,Canoinhas,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11508,,Simaq Industrial,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11307,,Sk Industrial,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
